sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Nizamabad,09-191-00967,629776736.4543833,Azamgarh,2025_12,64715.0,0.0,0.0,64715.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,1.01,59133.0,67764.0,744333.0,1324,20993.0,6.0,142510.0,71.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,967.0,348.0,209161.6150255787,80.0,64.94927709118672,9.0,191.0,967.0,4266.682772429093,85333.65544858186,12800.04831728728,799.1496832759692,268.8010146630329,136367.0,140634.0,10.7,2.0,16.11,6.02,140634.0,2,1,5,3,2025-2026,64715.2,64715.2,0.0,0.0,0.2478605343604606,1
Hata,09-189-00956,968693666.99205,Kushi Nagar,2025_12,1055111.0,0.0,1055111.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,0.0,0.95,85831.0,117559.0,1209511.0,585,42193.0,17.0,227533.0,117.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,956.0,334.0,237921.53160709067,83.0,62.991943771964074,9.0,189.0,956.0,12321.44191576087,246428.8383152174,36964.32574728261,2307.806070822011,776.2508406929348,94726.0,107047.0,11.7,2.0,13.96,5.9,107047.0,2,1,3,4,2025-2026,1055111.09,0.0,0.0,1055111.09,0.2437262710423085,1
Allapur,09-178-00908,561491265.1438106,Ambedkar Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.97,47330.0,48940.0,571258.0,786,0.0,0.0,153140.0,98.0,UTTAR PRADESH,Ambedkar Nagar,0.0,0.0,0.0,121.0,9.0,908.0,279.0,170455.15170991153,83.0,67.24432982495074,9.0,178.0,908.0,993.209639839504,19864.19279679008,2979.628919518512,186.0281655419391,62.57220730988876,107603.0,108596.0,10.3,2.0,11.93,9.83,108596.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Sahjanwa,09-188-00949,436236920.0786699,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,0.0,0.94,37165.0,42452.0,497009.0,496,11900.0,6.0,148837.0,76.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,949.0,324.0,238635.27826398992,78.0,68.0683928150575,9.0,188.0,949.0,1895.2970554517665,37905.94110903533,5685.891166355299,354.98913848611585,119.4037144934613,68405.0,70300.0,12.0,2.0,19.09,5.36,70300.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Campierganj,09-188-00948,456414800.1063594,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,0.0,0.93,41986.0,55595.0,600543.0,455,22431.0,5.0,76513.0,54.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,948.0,320.0,214867.3244030889,81.0,68.68685138338347,9.0,188.0,948.0,717.5987708050272,14351.975416100544,2152.796312415082,134.4062497717816,45.20872256071672,78472.0,79190.0,12.0,2.0,10.91,6.52,79190.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Sohawal,09-177-00904,546645677.178263,Ayodhya,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.95,40069.0,46997.0,526164.0,150,35608.0,10.0,222492.0,54.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,904.0,274.0,194667.17357445197,100.0,65.87296805488211,9.0,177.0,904.0,4946.896654211957,98937.93308423914,14840.689962635872,926.5537433338995,311.6544892153533,67268.0,72215.0,11.5,2.0,12.5,10.78,72215.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Itwa,09-184-00935,745066108.2112968,Siddharth Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,0.96,48747.0,82614.0,701062.0,671,0.0,0.0,112286.0,85.0,UTTAR PRADESH,Siddharth Nagar,0.0,0.0,0.0,182.0,9.0,935.0,305.0,235960.56518479975,92.0,70.26259665285734,9.0,184.0,935.0,2695.95062919285,53919.012583857,8087.85188757855,504.9515528478208,169.84488963914956,95791.0,98487.0,10.9,2.0,7.52,16.9,98487.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Salon,09-158-00829,831017359.1248728,Rae Bareli,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.97,48327.0,54652.0,631242.0,533,1664.0,2.0,161377.0,77.0,UTTAR PRADESH,Rae Bareli,0.0,0.0,0.0,175.0,9.0,829.0,181.0,200426.7219061872,105.0,73.54714205085408,9.0,158.0,829.0,5512.532667077106,110250.65334154211,16537.59800123132,1032.497368543542,347.28955802585773,109228.0,114741.0,11.6,2.0,6.84,8.17,114741.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Baldirai,09-179-06868,277358805.5787104,Sultanpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,0.0,0.0,0.96,18399.0,20922.0,246509.0,273,0.0,0.0,122477.0,21.0,UTTAR PRADESH,Sultanpur,0.0,0.0,0.0,185.0,9.0,6868.0,187.0,135057.15578400454,101.0,69.81960676275266,9.0,179.0,6868.0,0.0,0.0,0.0,0.0,0.0,76339.0,76339.0,11.0,2.0,8.36,8.3,76339.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Unchahar,09-158-00828,532090375.1982981,Rae Bareli,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.93,30057.0,33998.0,388641.0,410,46403.0,12.0,63330.0,45.0,UTTAR PRADESH,Rae Bareli,0.0,0.0,0.0,175.0,9.0,828.0,183.0,154670.72309929712,108.0,71.85230107106177,9.0,158.0,828.0,6726.60506538723,134532.1013077446,20179.81519616169,1259.8931287470282,423.7761191193955,78213.0,84940.0,11.8,2.0,14.82,9.22,84940.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Lalganj,09-173-00880,423159774.0622532,Pratapgarh,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.99,26442.0,28167.0,346232.0,304,0.0,0.0,85616.0,35.0,UTTAR PRADESH,Pratapgarh,0.0,0.0,0.0,174.0,9.0,880.0,244.0,212307.69530896316,101.0,74.27705564239047,9.0,173.0,880.0,34.09997359566067,681.9994719132135,102.299920786982,6.386925054467244,2.148298336526622,190397.0,190431.0,10.2,2.0,10.27,12.09,190431.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Sirathu,09-174-00885,732456714.4619182,Kaushambi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,0.9,43396.0,68720.0,657194.0,763,33927.0,5.0,242723.0,47.0,UTTAR PRADESH,Kaushambi,0.0,0.0,0.0,158.0,9.0,885.0,251.0,163152.80659617684,103.0,71.79756337899556,9.0,174.0,885.0,6734.501263162365,134690.0252632473,20203.503789487095,1261.3720865903108,424.27357957922897,140326.0,147061.0,10.6,2.0,8.39,6.82,147061.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Chail,09-174-00887,616892686.3622857,Kaushambi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.9,49807.0,79054.0,757207.0,741,19117.0,3.0,153065.0,72.0,UTTAR PRADESH,Kaushambi,0.0,0.0,0.0,158.0,9.0,887.0,253.0,163719.51449336662,97.0,68.82375903598884,9.0,174.0,887.0,5853.806895380436,117076.13790760872,17561.420686141308,1096.4180315047556,368.78983440896747,93758.0,99612.0,11.7,2.0,12.43,5.0,99612.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Bairia,09-193-00980,412889064.104129,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.93,30263.0,33013.0,376133.0,299,21101.0,2.0,76496.0,47.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,980.0,363.0,142249.26855860045,54.0,64.84238704243351,9.0,193.0,980.0,0.0,0.0,0.0,0.0,0.0,84325.0,84325.0,11.0,2.0,8.89,6.08,84325.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Rudrapur,09-190-00960,494744766.6424772,Deoria,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,1.01,40228.0,43845.0,496657.0,577,0.0,0.0,92649.0,69.0,UTTAR PRADESH,Deoria,0.0,0.0,0.0,137.0,9.0,960.0,336.0,182005.11169125108,72.0,68.41219199486345,9.0,190.0,960.0,5055.5972157353945,101111.94431470789,15166.791647206184,946.9133585072392,318.50262459132983,71996.0,77052.0,11.1,2.0,26.94,7.87,77052.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Barhaj,09-190-00961,466790797.7529407,Deoria,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,1.01,33020.0,36114.0,405074.0,547,11633.0,3.0,85970.0,56.0,UTTAR PRADESH,Deoria,0.0,0.0,0.0,137.0,9.0,961.0,342.0,175633.46011509193,68.0,70.8390936623475,9.0,190.0,961.0,3436.973087476648,68739.46174953296,10310.919262429945,643.7450592843761,216.5293045110288,58514.0,61951.0,10.3,3.0,17.88,4.92,61951.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Jaisinghpur,09-179-00916,651144227.6358731,Sultanpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,0.97,39655.0,44806.0,537135.0,739,0.0,0.0,200750.0,59.0,UTTAR PRADESH,Sultanpur,0.0,0.0,0.0,185.0,9.0,916.0,189.0,190876.7263326107,94.0,67.18881679577639,9.0,179.0,916.0,105.4527879797894,2109.055759595788,316.35836393936825,19.75130718861455,6.643525642726733,102892.0,102997.0,10.4,2.0,12.1,12.88,102997.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Kadipur,09-179-00918,770273011.3458763,Sultanpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.97,39437.0,44656.0,507208.0,820,10163.0,3.0,196461.0,62.0,UTTAR PRADESH,Sultanpur,0.0,0.0,0.0,185.0,9.0,918.0,191.0,255340.54671524192,89.0,66.95151374701534,9.0,179.0,918.0,2032.2551163383157,40645.10232676631,6096.765349014946,380.64138329016646,128.03207232931388,144566.0,146598.0,11.2,2.0,11.46,6.39,146598.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Burhanpur,09-191-00964,548790607.9470104,Azamgarh,2025_12,125428.0,0.0,0.0,125428.0,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,1.01,42298.0,48245.0,531581.0,679,0.0,0.0,155153.0,74.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,964.0,343.0,158596.05161937655,82.0,66.63117876284852,9.0,191.0,964.0,901.57354603643,18031.4709207286,2704.72063810929,168.86472517262334,56.79913340029509,113116.0,114018.0,10.1,2.0,7.53,7.56,114018.0,1,1,5,3,2025-2026,125427.6,125427.6,0.0,0.0,0.23616928687325006,1
Madhuban,09-192-00972,586828898.0523095,Mau,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0.0,0.0,0.0,0.97,40232.0,48459.0,529288.0,649,0.0,0.0,86606.0,73.0,UTTAR PRADESH,Mau,0.0,0.0,0.0,168.0,9.0,972.0,353.0,163748.20782248484,68.0,69.90879423172211,9.0,192.0,972.0,3403.8225190535836,68076.45038107167,10211.467557160751,637.5359578187362,214.44081870037576,72190.0,75594.0,10.8,2.0,11.14,9.66,75594.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Mehnagar,09-191-00970,504214001.2651848,Azamgarh,2025_12,97036.0,0.0,0.0,97036.0,0.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,1.01,39489.0,45358.0,492581.0,548,0.0,0.0,79763.0,54.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,970.0,352.0,191304.04912637456,76.0,67.2481147531229,9.0,191.0,970.0,3861.183392068615,77223.6678413723,11583.550176205845,723.1996493344516,243.25455370032273,93172.0,97033.0,10.6,2.0,4.96,6.47,97033.0,1,1,5,3,2025-2026,97036.4,97036.4,0.0,0.0,0.23616928687325006,1
Lalganj,09-191-00969,807362854.6901283,Azamgarh,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,1.01,59184.0,67790.0,742556.0,742,0.0,0.0,195352.0,79.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,969.0,351.0,227803.5691220529,78.0,63.97671565441416,9.0,191.0,969.0,946.4822122325068,18929.64424465014,2839.4466366975207,177.27611835114854,59.628379370647934,118129.0,119075.0,8.8,2.0,4.06,5.47,119075.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Bhanpur,09-185-00937,546683352.0369202,Basti,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,0.0,0.95,32515.0,48355.0,452832.0,653,10355.0,3.0,95587.0,51.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,937.0,309.0,201276.70105904288,90.0,68.47182814930878,9.0,185.0,937.0,630.1371433423914,12602.742866847828,1890.411430027174,118.0246869480299,39.69864003057066,92589.0,93219.0,10.5,2.0,10.68,5.25,93219.0,1,1,5,3,2025-2026,0.0,0.0,0.0,0.0,0.23616928687325006,1
Sagri,09-191-00965,1143159943.6920924,Azamgarh,2025_12,229007.0,0.0,187027.0,41981.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,1.01,83270.0,95378.0,1044593.0,1771,0.0,0.0,213997.0,138.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,965.0,344.0,178631.42864025777,75.0,63.86156594093819,9.0,191.0,965.0,5566.840125374172,111336.80250748344,16700.520376122517,1042.6691554825825,350.71092789857283,210745.0,216312.0,9.5,2.0,5.53,4.15,216312.0,2,1,4,3,2025-2026,229007.26,41980.65,0.0,187026.61,0.2198861266266514,1
Bansi,09-184-00934,812862292.9831426,Siddharth Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,0.0,0.96,58353.0,98418.0,840149.0,772,0.0,0.0,169761.0,110.0,UTTAR PRADESH,Siddharth Nagar,0.0,0.0,0.0,182.0,9.0,934.0,304.0,205831.11137455335,86.0,70.14316588385331,9.0,184.0,934.0,4776.0797517196,95521.595034392,14328.239255158798,894.559737497081,300.8930243583348,128495.0,133271.0,10.5,2.0,14.56,11.28,133271.0,2,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.21935055681187618,1
Amethi,09-706-00914,748564000.8943195,Amethi,2025_12,524822.0,0.0,524822.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.97,45315.0,51286.0,589361.0,559,29197.0,10.0,156897.0,70.0,UTTAR PRADESH,Amethi,0.0,0.0,0.0,640.0,9.0,914.0,186.0,177034.13306655688,100.0,73.82595966211429,9.0,706.0,914.0,992.2750987177312,19845.50197435462,2976.8252961531934,185.85312598983103,62.51333121921706,99247.0,100239.0,10.9,2.0,10.09,5.31,100239.0,1,1,4,3,2025-2026,524821.87,0.0,0.0,524821.87,0.20683355124077207,1
Gola,09-188-00954,633916827.0809809,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.94,46526.0,52773.0,622013.0,784,0.0,0.0,113639.0,104.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,954.0,328.0,209833.49747123936,73.0,66.0770892127393,9.0,188.0,954.0,6305.292079759681,126105.84159519362,18915.87623927904,1180.981206538988,397.2334010248599,106075.0,112380.0,12.3,2.0,15.5,5.0,112380.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Khajni,09-188-00953,635405846.016035,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.94,50233.0,57361.0,685153.0,654,0.0,0.0,113363.0,98.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,953.0,325.0,204992.9502612235,78.0,65.71031014674494,9.0,188.0,953.0,3351.735415251359,67034.70830502718,10055.206245754078,627.7800432765795,211.1593311608356,138946.0,142298.0,11.9,2.0,15.62,7.31,142298.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Milkipur,09-177-00903,788321189.1052017,Ayodhya,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,0.95,47414.0,55442.0,623135.0,241,0.0,0.0,221055.0,63.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,903.0,273.0,219539.12090976053,103.0,69.17685064002298,9.0,177.0,903.0,379.7753375509511,7595.506751019022,1139.3260126528537,71.13192072329315,23.92584626570992,107202.0,107582.0,11.0,2.0,10.48,12.97,107582.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Sikanderpur,09-193-00976,496125132.47568303,Ballia,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.93,40535.0,44002.0,514380.0,792,0.0,0.0,80036.0,78.0,UTTAR PRADESH,Ballia,0.0,0.0,0.0,126.0,9.0,976.0,359.0,117771.99272334052,62.0,68.65922078656108,9.0,193.0,976.0,7883.5485574473505,157670.97114894702,23650.645672342052,1476.5886448098886,496.6635591191831,89008.0,96892.0,10.5,2.0,8.53,8.25,96892.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Kasya,09-189-00957,559453055.4985539,Kushi Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,0.0,0.0,0.0,0.95,53604.0,73766.0,766194.0,607,0.0,0.0,182652.0,87.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,957.0,333.0,174337.53985218875,77.0,63.83984177990403,9.0,189.0,957.0,13190.002282184105,263800.0456436821,39570.006846552315,2470.4874274530825,830.9701437775987,100146.0,113336.0,11.0,2.0,23.4,11.21,113336.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Domariyaganj,09-184-00936,641891789.9889474,Siddharth Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.96,50805.0,86121.0,732472.0,826,0.0,0.0,107980.0,67.0,UTTAR PRADESH,Siddharth Nagar,0.0,0.0,0.0,182.0,9.0,936.0,306.0,203032.5761613212,93.0,68.57916440722852,9.0,184.0,936.0,3100.5240000849185,62010.48000169837,9301.572000254757,580.7281452159052,195.33301200534987,98168.0,101269.0,11.3,2.0,11.81,12.69,101269.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Chauri Chaura,09-188-00951,466211822.8380241,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.94,41420.0,47266.0,567588.0,470,18307.0,5.0,111040.0,81.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,951.0,326.0,169455.57707190388,75.0,66.08171955706808,9.0,188.0,951.0,3517.699770720109,70353.99541440218,10553.099312160328,658.8651670558764,221.61508555536687,84441.0,87959.0,12.2,2.0,25.63,5.2,87959.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Bansgaon,09-188-00952,496390768.21070814,Gorakhpur,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.94,40006.0,45457.0,519688.0,668,0.0,0.0,113656.0,91.0,UTTAR PRADESH,Gorakhpur,0.0,0.0,0.0,148.0,9.0,952.0,327.0,176465.35285476412,74.0,65.52878418596924,9.0,188.0,952.0,1223.9835258152175,24479.67051630435,3671.950577445653,229.25211438519025,77.1109621263587,105291.0,106515.0,11.8,2.0,29.14,6.08,106515.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Faizabad,09-177-00905,614492202.0906429,Ayodhya,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.95,71881.0,83648.0,949162.0,309,56540.0,18.0,246833.0,69.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,905.0,275.0,180034.14134024037,96.0,67.70266757361438,9.0,177.0,905.0,36769.31024966032,735386.2049932065,110307.93074898096,6886.891809761379,2316.4665457286005,73735.0,110504.0,14.0,3.0,15.7,9.91,110504.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Ghanghata,09-186-00943,728622830.5323683,Sant Kabeer Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0,0.0,0.95,46046.0,62778.0,625608.0,798,0.0,0.0,155885.0,70.0,UTTAR PRADESH,Sant Kabeer Nagar,0.0,0.0,0.0,178.0,9.0,943.0,314.0,183870.26120853296,80.0,66.8962096081448,9.0,186.0,943.0,667.29712444803,13345.9424889606,2001.89137334409,124.984751409116,42.03971884022589,121935.0,122602.0,10.2,2.0,20.31,11.47,122602.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Mehdawal,09-186-00941,602325130.6232733,Sant Kabeer Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.96,46215.0,69948.0,661542.0,780,0.0,0.0,135708.0,64.0,UTTAR PRADESH,Sant Kabeer Nagar,0.0,0.0,0.0,178.0,9.0,941.0,312.0,215850.6544742857,81.0,71.94908158046965,9.0,186.0,941.0,1609.4729746942935,32189.459493885875,4828.418924082881,301.4542881602412,101.3967974057405,101833.0,103442.0,10.1,2.0,16.36,11.16,103442.0,1,1,5,2,2025-2026,0.0,0.0,0.0,0.0,0.2067632949390928,1
Manjhanpur,09-174-00886,856929882.0958185,Kaushambi,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,0.0,0.9,52089.0,82702.0,789798.0,866,0.0,0.0,155638.0,73.0,UTTAR PRADESH,Kaushambi,0.0,0.0,0.0,158.0,9.0,886.0,252.0,164355.40950085418,100.0,70.06806511627907,9.0,174.0,886.0,7690.155347741169,153803.10695482336,23070.466043223507,1440.366096631921,484.47978690769366,160198.0,167888.0,11.2,3.0,10.13,8.14,167888.0,2,1,5,1,2025-2026,0.0,0.0,0.0,0.0,0.20522920492511115,1
Piprasi,09-189-01020,1268995004.4906652,Kushi Nagar,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,0.0,0.0,0.0,0.95,112921.0,157420.0,1597793.0,970,42080.0,12.0,238283.0,137.0,UTTAR PRADESH,Kushi Nagar,0.0,0.0,0.0,160.0,9.0,1020.0,329.0,284091.5744328337,88.0,60.82905044479672,9.0,189.0,1020.0,13882.537019149118,277650.74038298236,41647.61105744736,2600.1991836866296,874.5998322063945,0.0,13883.0,20.0,3.0,18.73,6.3,13883.0,1,1,5,1,2025-2026,0.0,0.0,0.0,0.0,0.19249676938145885,1
Rudhauli,09-185-00940,299577241.99954206,Basti,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.95,18363.0,27864.0,257452.0,352,0.0,0.0,36574.0,27.0,UTTAR PRADESH,Basti,0.0,0.0,0.0,131.0,9.0,940.0,309.0,156884.64368858386,87.0,68.8430294083945,9.0,185.0,940.0,111.57174815302312,2231.434963060462,334.7152444590693,20.897388429061227,7.029020133640456,52697.0,52809.0,10.9,2.0,27.69,7.01,52809.0,1,1,5,1,2025-2026,0.0,0.0,0.0,0.0,0.19249676938145885,1
Azamgarh,09-191-00966,748496057.7332624,Azamgarh,2025_12,323449.0,0.0,0.0,323449.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,0.99,92622.0,109417.0,1202706.0,1770,28468.0,5.0,222511.0,112.0,UTTAR PRADESH,Azamgarh,0.0,0.0,0.0,123.0,9.0,966.0,346.0,223666.6179494091,76.0,66.9556926798463,9.0,191.0,966.0,32976.182675568954,659523.6535113791,98928.54802670686,6176.439015134065,2077.4995085608443,183789.0,216765.0,10.5,2.0,8.87,4.71,216765.0,2,1,1,3,2025-2026,2044695.88,323448.64,0.0,1721247.24,0.1667997891965727,1
Rudauli,09-177-00902,729430687.4382885,Ayodhya,2025_12,0.0,0.0,0.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.9,41741.0,58432.0,592540.0,181,26449.0,5.0,184823.0,59.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,902.0,271.0,209118.57344945197,106.0,67.87241092017945,9.0,177.0,902.0,4421.677564538044,88433.55129076088,13265.032693614132,828.1802078379756,278.5656865658968,86658.0,91080.0,11.3,2.0,10.31,9.88,91080.0,1,1,2,3,2025-2026,1415322.0,0.0,0.0,1415322.0,0.15905217505485825,1
Utraula,09-182-00927,936309549.0117918,Balrampur,2025_12,910558.0,0.0,871619.0,38939.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,0.91,60446.0,105924.0,930490.0,1458,0.0,0.0,113906.0,89.0,UTTAR PRADESH,Balrampur,0.0,0.0,0.0,127.0,9.0,927.0,293.0,268564.6446218841,99.0,70.82987537512865,9.0,182.0,927.0,7151.058084239131,143021.16168478262,21453.174252717392,1339.3931791779892,450.51665930706525,136984.0,144135.0,10.9,2.0,10.19,6.6,144135.0,2,1,3,2,2025-2026,910558.11,38938.88,0.0,871619.23,0.14995191685986295,1
